SymbolId,CurrentTime,Index,DayPatternId,DayPatternValue
NVDA,20250717 00:00:00.000000,0,YGD,True
NVDA,20250717 00:00:00.000000,0,YGD2,False
NVDA,20250717 00:00:00.000000,0,YRD,False
NVDA,20250717 00:00:00.000000,0,YRD2,False
NVDA,20250717 00:00:00.000000,0,SSR2,True
NVDA,20250717 00:00:00.000000,0,NR4,False
NVDA,20250717 00:00:00.000000,0,NR5,False
NVDA,20250717 00:00:00.000000,0,NR6,False
NVDA,20250717 00:00:00.000000,0,NR7,False
NVDA,20250717 00:00:00.000000,0,SGUS_ND,False
NVDA,20250717 00:00:00.000000,0,SGUS,False
NVDA,20250717 00:00:00.000000,0,NGUS,False
NVDA,20250717 00:00:00.000000,0,SSR1,False
NVDA,20250717 00:00:00.000000,0,GUS_21D_NR61,False
NVDA,20250717 00:00:00.000000,0,YGD_AH,False
NVDA,20250717 00:00:00.000000,0,RRG,False
NVDA,20250717 00:00:00.000000,0,RRGG,False
NVDA,20250717 00:00:00.000000,0,GpUp_PD123,True
NVDA,20250717 00:00:00.000000,0,GpUp_PD123_B_H,True
