SymbolId,CurrentTime,Index,DayPatternId,DayPatternValue
AVGO,20250717 00:00:00.000000,0,YGD,True
AVGO,20250717 00:00:00.000000,0,YGD2,True
AVGO,20250717 00:00:00.000000,0,YRD,False
AVGO,20250717 00:00:00.000000,0,YRD2,False
AVGO,20250717 00:00:00.000000,0,SSR2,False
AVGO,20250717 00:00:00.000000,0,NR4,True
AVGO,20250717 00:00:00.000000,0,NR5,True
AVGO,20250717 00:00:00.000000,0,NR6,True
AVGO,20250717 00:00:00.000000,0,NR7,True
AVGO,20250717 00:00:00.000000,0,SGUS_ND,False
AVGO,20250717 00:00:00.000000,0,SGUS,False
AVGO,20250717 00:00:00.000000,0,NGUS,False
AVGO,20250717 00:00:00.000000,0,SSR1,False
AVGO,20250717 00:00:00.000000,0,GUS_21D_NR61,False
AVGO,20250717 00:00:00.000000,0,YGD_AH,False
AVGO,20250717 00:00:00.000000,0,RRG,False
AVGO,20250717 00:00:00.000000,0,RRGG,False
AVGO,20250717 00:00:00.000000,0,GpUp_PD123,False
AVGO,20250717 00:00:00.000000,0,PDH2X,True
